title,year,rating
"Color of Paradise, The (Rang-e khoda)",1999,8.1
Dogma,1999,7.3
East-West (Est-ouest),1999,7.4
Eddie Izzard: Dress to Kill,1999,8.6
Election,1999,7.3
"End of the Affair, The",1999,7.0
Eyes Wide Shut,1999,7.5
Felicia's Journey,1999,7.0
Fight Club,1999,8.8
Galaxy Quest,1999,7.4
Genghis Blues,1999,7.8
George Carlin: You Are All Diseased,1999,8.5
Ghost Dog: The Way of the Samurai,1999,7.5
"Girl on the Bridge, The (Fille sur le pont, La)",1999,7.5
"Girl, Interrupted",1999,7.3
Go,1999,7.2
Grass,1999,7.2
"Green Mile, The",1999,8.6
Human Resources (Ressources humaines),1999,7.3
Human Traffic,1999,7.1
"Hurricane, The",1999,7.6
"Insider, The",1999,7.8
"Iron Giant, The",1999,8.1
Kikujiro (Kikujirô no natsu),1999,7.7
Liberty Heights,1999,7.0
Limbo,1999,7.0
Magnolia,1999,8.0
Man on the Moon,1999,7.4
Mansfield Park,1999,7.0
"Matrix, The",1999,8.7
Mifune's Last Song (Mifunes sidste sang),1999,7.1
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,7.5
"Mummy, The",1999,7.1
My Dog Skip,1999,7.0
Not One Less (Yi ge dou bu neng shao),1999,7.7
Notting Hill,1999,7.2
October Sky,1999,7.8
One Day in September,1999,7.8
Payback,1999,7.1
Pirates of Silicon Valley,1999,7.2
RKO 281,1999,7.0
"Road Home, The (Wo de fu qin mu qin)",1999,7.7
Rosetta,1999,7.4
"Sixth Sense, The",1999,8.2
Sleepy Hollow,1999,7.3
Solas,1999,7.5
"South Park: Bigger, Longer and Uncut",1999,7.7
"Straight Story, The",1999,8.0
Sunshine,1999,7.5
Sweet and Lowdown,1999,7.2
"Talented Mr. Ripley, The",1999,7.4
Tarzan,1999,7.3
"Thirteenth Floor, The",1999,7.0
Three Kings,1999,7.1
Three Seasons,1999,7.2
Titus,1999,7.1
Topsy-Turvy,1999,7.3
Toy Story 2,1999,7.9
Trick,1999,7.2
Twin Falls Idaho,1999,7.1
Two Hands,1999,7.1
"Virgin Suicides, The",1999,7.2
"War Zone, The",1999,7.2
"Winslow Boy, The",1999,7.3
"10th Kingdom, The",2000,8.3
Aberdeen,2000,7.1
Alcina,2000,7.3
Almost Famous,2000,7.9
American Psycho,2000,7.6
Anatomy (Anatomie),2000,7.6
Batman Beyond: Return of the Joker,2000,7.7
Before Night Falls,2000,7.1
Best in Show,2000,7.5
Billy Elliot,2000,7.7
Black Tar Heroin: The Dark End of the Street,2000,7.9
Boiler Room,2000,7.0
"Boondock Saints, The",2000,7.6
Bread and Roses,2000,7.0
Bread and Tulips (Pane e tulipani),2000,7.3
Brother,2000,7.7
Brother 2 (Brat 2),2000,7.6
Cast Away,2000,7.8
Chicken Run,2000,7.1
Chocolat,2000,7.2
Chopper,2000,7.1
Dancer in the Dark,2000,7.9
Dark Days,2000,7.7
Dinner Rush,2000,7.2
"Emperor's New Groove, The",2000,7.4
"Endurance: Shackleton's Legendary Antarctic Expedition, The",2000,7.8
Erin Brockovich,2000,7.4
"Eyes of Tammy Faye, The",2000,7.2
FLCL,2000,8.1
"Filth and the Fury, The",2000,7.6
Finding Forrester,2000,7.3
For the Birds,2000,8.0
Frequency,2000,7.4
George Washington,2000,7.2
Gladiator,2000,8.5
"Gleaners & I, The (Les glaneurs et la glaneuse)",2000,7.7
Groove,2000,7.4
Happy Accidents,2000,7.2
Harrison's Flowers,2000,7.0
Hedwig and the Angry Inch,2000,7.7
High Fidelity,2000,7.4
"House of Mirth, The",2000,7.0
I'm the One That I Want,2000,7.4
Innocence,2000,7.1
Italian for Beginners (Italiensk for begyndere),2000,7.0
Love and Basketball,2000,7.2
Lumumba,2000,7.2
Malèna,2000,7.4
Meet the Parents,2000,7.0
Memento,2000,8.4
Men of Honor,2000,7.2
Monday,2000,7.3
"O Brother, Where Art Thou?",2000,7.7
"Patriot, The",2000,7.2
Pay It Forward,2000,7.2
Pitch Black,2000,7.0
Pokémon the Movie 2000,2000,7.3
Pollock,2000,7.0
"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",2000,7.4
Quills,2000,7.2
Remember the Titans,2000,7.8
Requiem for a Dream,2000,8.3
Sexy Beast,2000,7.3
Shadow Magic,2000,7.1
Snatch,2000,8.2
Songcatcher,2000,7.3
"Taste of Others, The (Le goût des autres)",2000,7.2
Thirteen Days,2000,7.3
Traffic,2000,7.6
Tully,2000,7.3
Unbreakable,2000,7.3
Under the Sand,2000,7.0
Vampire Hunter D: Bloodlust (Banpaia hantâ D),2000,7.6
Waking the Dead,2000,7.9
Werckmeister Harmonies (Werckmeister harmóniák),2000,8.0
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",2000,7.1
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",2000,7.1
Wonder Boys,2000,7.2
X-Men,2000,7.3
Yi Yi,2000,8.1
You Can Count on Me,2000,7.5
61*,2001,7.7
A.I. Artificial Intelligence,2001,7.2
"Amelie (Fabuleux destin d'Amélie Poulain, Le)",2001,8.3
And Your Mother Too (Y tu mamá también),2001,7.7
Band of Brothers,2001,9.4
"Beautiful Mind, A",2001,8.2
Beijing Bicycle (Shiqi sui de dan che),2001,7.2
"Believer, The",2001,7.1
Black Hawk Down,2001,7.7
Blow,2001,7.5
"Brotherhood of the Wolf (Pacte des loups, Le)",2001,7.0
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira),2001,7.8
Dark Blue World (Tmavomodrý svet),2001,7.1
"Das Experiment (Experiment, The)",2001,7.7
"Devil's Backbone, The (Espinazo del diablo, El)",2001,7.4
"Dish, The",2001,7.3
Dogtown and Z-Boyz,2001,7.6
Donnie Darko,2001,8.0
Elling,2001,7.5
Enemy at the Gates,2001,7.5
Failan,2001,7.5
"Fast Runner, The (Atanarjuat)",2001,7.4
Fidel,2001,7.5
Frailty,2001,7.2
Ghost World,2001,7.3
Gosford Park,2001,7.2
"Grey Zone, The",2001,7.0
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),2001,7.6
I Am Sam,2001,7.6
Ichi the Killer (Koroshiya 1),2001,7.0
In the Bedroom,2001,7.4
Iris,2001,7.0
K-PAX,2001,7.4
"Knight's Tale, A",2001,7.0
L.I.E.,2001,7.1
Lagaan: Once Upon a Time in India,2001,8.1
Lantana,2001,7.2
Life as a House,2001,7.4
"Lord of the Rings: The Fellowship of the Ring, The",2001,8.9
"Lost Battalion, The",2001,7.0
"Man Who Wasn't There, The",2001,7.5
Manic,2001,7.2
Metropolis,2001,7.2
Monsoon Wedding,2001,7.3
Monster's Ball,2001,7.0
"Monsters, Inc.",2001,8.1
Mostly Martha (Bella Martha),2001,7.2
Moulin Rouge,2001,7.6
Mulholland Drive,2001,7.9
My First Mister,2001,7.2
My Sassy Girl (Yeopgijeogin geunyeo),2001,8.0
"Navigators, The",2001,7.0
No Man's Land,2001,7.9
Nowhere in Africa (Nirgendwo in Afrika),2001,7.5
Ocean's Eleven,2001,7.7
"Others, The",2001,7.6
Pauline & Paulette (Pauline en Paulette),2001,7.0
"Piano Teacher, The (La pianiste)",2001,7.5
Promises,2001,8.3
Revolution OS,2001,7.3
"Royal Tenenbaums, The",2001,7.6
Sex and Lucia (Lucía y el sexo),2001,7.0
Shackleton's Antarctic Adventure,2001,7.7
Shaolin Soccer (Siu lam juk kau),2001,7.3
Shrek,2001,7.9
Spirited Away (Sen to Chihiro no kamikakushi),2001,8.6
Spy Game,2001,7.1
Startup.com,2001,7.1
Super Troopers,2001,7.0
Tape,2001,7.2
Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001,7.0
"Tunnel, The (Tunnel, Der)",2001,7.9
Waking Life,2001,7.7
War Photographer,2001,7.9
"Warrior, The",2001,7.2
Waterboys,2001,7.1
"Winged Migration (Peuple migrateur, Le)",2001,7.9
24 Hour Party People,2002,7.3
25th Hour,2002,7.6
28 Days Later,2002,7.5
8 Mile,2002,7.2
8 Women,2002,7.0
About Schmidt,2002,7.2
About a Boy,2002,7.1
Adaptation,2002,7.7
Amandla! A Revolution in Four Part Harmony,2002,7.4
Amen.,2002,7.2
Antwone Fisher,2002,7.3
Balzac and the Little Chinese Seamstress (Xiao cai feng),2002,7.2
"Bang, Bang, You're Dead",2002,7.7
Better Luck Tomorrow,2002,7.0
Bloody Sunday,2002,7.6
"Bourne Identity, The",2002,7.8
Bowling for Columbine,2002,8.0
Bus 174 (Ônibus 174),2002,7.8
Catch Me If You Can,2002,8.1
Chicago,2002,7.2
City of God (Cidade de Deus),2002,8.6
Confessions of a Dangerous Mind,2002,7.0
Devil's Playground,2002,7.0
Dirty Pretty Things,2002,7.2
Dolls,2002,7.5
Equilibrium,2002,7.3
Evelyn,2002,7.0
"Evening with Kevin Smith, An",2002,8.3
Far from Heaven,2002,7.3
Frida,2002,7.3
Gangs of New York,2002,7.5
Gigantic (A Tale of Two Johns),2002,7.6
Harry Potter and the Chamber of Secrets,2002,7.4
"Hours, The",2002,7.5
In America,2002,7.7
In This World,2002,7.3
Infernal Affairs (Mou gaan dou),2002,8.0
Insomnia,2002,7.2
Interstate 60,2002,7.6
Irreversible (Irréversible),2002,7.3
John Q,2002,7.1
"Kid Stays in the Picture, The",2002,7.3
Lilo & Stitch,2002,7.3
Lilya 4-Ever (Lilja 4-ever),2002,7.8
"Lord of the Rings: The Two Towers, The",2002,8.8
Lost in La Mancha,2002,7.3
"Magdalene Sisters, The",2002,7.7
Minority Report,2002,7.6
Narc,2002,7.1
Nicholas Nickleby,2002,7.1
Phone Booth,2002,7.1
"Pianist, The",2002,8.5
Punch-Drunk Love,2002,7.3
"Quiet American, The",2002,7.0
Rabbit-Proof Fence,2002,7.4
Red Dragon,2002,7.2
"Ring, The",2002,7.1
Road to Perdition,2002,7.7
"Salton Sea, The",2002,7.0
Samurai (Samourais),2002,8.1
"Spanish Apartment, The (L'auberge espagnole)",2002,7.3
Spellbound,2002,7.6
Spider,2002,7.4
Spider-Man,2002,7.4
Standing in the Shadows of Motown,2002,7.8
Step Into Liquid,2002,7.4
Stevie,2002,7.8
Sweet Sixteen,2002,7.4
Sympathy for Mr. Vengeance (Boksuneun naui geot),2002,7.5
Talk to Her (Hable con Ella),2002,7.9
The Count of Monte Cristo,2002,7.7
To Be and to Have (Être et avoir),2002,7.8
Treasure Planet,2002,7.2
"Trials of Henry Kissinger, The",2002,7.6
"Twilight Samurai, The (Tasogare Seibei)",2002,8.1
"Walk to Remember, A",2002,7.3
"Way Home, The (Jibeuro)",2002,8.1
We Were Soldiers,2002,7.2
Whale Rider,2002,7.5
White Oleander,2002,7.1
11:14,2003,7.1
21 Grams,2003,7.6
American Splendor,2003,7.4
Angels in America,2003,8.1
"Animatrix, The",2003,7.3
Baadasssss! (How to Get the Man's Foot Outta Your Ass),2003,7.3
Bad Santa,2003,7.1
"Barbarian Invasions, The (Les invasions barbares)",2003,7.5
Battlestar Galactica,2003,8.5
Big Fish,2003,8.0
"Blind Swordsman: Zatoichi, The (Zatôichi)",2003,7.5
Blue Collar Comedy Tour: The Movie,2003,7.1
Capturing the Friedmans,2003,7.6
Children of Dune,2003,7.2
Coffee and Cigarettes,2003,7.0
Cold Mountain,2003,7.2
"Concert for George, The",2003,8.6
Control (Kontroll),2003,7.6
"Corporation, The",2003,8.0
"Deal, The",2003,7.0
"Decade Under the Influence, A",2003,7.6
Dogville,2003,8.0
"Dreamers, The",2003,7.1
Elephant,2003,7.1
Elf,2003,7.1
Evil (Ondskan),2003,7.7
Finding Nemo,2003,8.2
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003,8.1
"Good bye, Lenin!",2003,7.7
Holes,2003,7.0
House of Sand and Fog,2003,7.5
I Am David,2003,7.1
I'm Not Scared (Io non ho paura),2003,7.4
Identity,2003,7.3
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,7.8
"Italian Job, The",2003,7.0
Kill Bill: Vol. 1,2003,8.2
Kitchen Stories (Salmer fra kjøkkenet),2003,7.3
"Last Samurai, The",2003,7.8
"Life of David Gale, The",2003,7.5
Live Forever,2003,7.1
"Lord of the Rings: The Return of the King, The",2003,9.0
Lost in Translation,2003,7.7
Love Actually,2003,7.6
Love Me If You Dare (Jeux d'enfants),2003,7.5
Master and Commander: The Far Side of the World,2003,7.5
Matchstick Men,2003,7.3
"Matrix Reloaded, The",2003,7.2
Memories of Murder (Salinui chueok),2003,8.1
"Memory of a Killer, The (Zaak Alzheimer, De)",2003,7.2
"Mighty Wind, A",2003,7.2
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),2003,7.3
Monster,2003,7.3
Mystic River,2003,7.9
Noi the Albino (Nói albinói),2003,7.3
Off the Map,2003,7.1
Old Boy,2003,8.3
Old School,2003,7.0
Ong-Bak: The Thai Warrior (Ong Bak),2003,7.1
Open Range,2003,7.4
Osama,2003,7.3
Owning Mahowny,2003,7.0
PTU,2003,7.0
Pieces of April,2003,7.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1
Raid,2003,7.1
Reconstruction,2003,7.3
Ricky Gervais Live: Animals,2003,8.0
Runaway Jury,2003,7.1
"Saddest Music in the World, The",2003,7.0
School of Rock,2003,7.2
Seabiscuit,2003,7.3
Secondhand Lions,2003,7.5
Shattered Glass,2003,7.1
Stander,2003,7.0
"Station Agent, The",2003,7.6
"Tale of Two Sisters, A (Janghwa, Hongryeon)",2003,7.1
Tarnation,2003,7.1
Tokyo Godfathers,2003,7.8
Touching the Void,2003,8.0
"Triplets of Belleville, The (Les triplettes de Belleville)",2003,7.7
Tupac: Resurrection,2003,7.9
Underworld,2003,7.0
"United States of Leland, The",2003,7.0
"Wild Parrots of Telegraph Hill, The",2003,7.8
X2: X-Men United,2003,7.4
Zelary,2003,7.5
3-Iron (Bin-jip),2004,7.9
36 Quai des Orfèvres (Department 36),2004,7.1
Anchorman: The Legend of Ron Burgundy,2004,7.1
"Aviator, The",2004,7.5
Bad Education (La mala educación),2004,7.4
"Beautiful Country, The",2004,7.4
Before Sunset,2004,8.1
Being Julia,2004,7.0
Born into Brothels,2004,7.2
"Bourne Supremacy, The",2004,7.7
Cashback,2004,7.6
Closer,2004,7.2
Collateral,2004,7.5
Control Room,2004,7.7
Crash,2004,7.7
Darwin's Nightmare,2004,7.4
Dave Chappelle: For What it's Worth,2004,8.5
Dawn of the Dead,2004,7.3
Dead Fish,2004,8.5
Dead Leaves,2004,7.1
Dead Man's Shoes,2004,7.5
Dear Frankie,2004,7.7
DiG!,2004,7.7
District 13 (Banlieue 13),2004,7.1
"Edukators, The (Die Fetten Jahre sind vorbei)",2004,7.4
Electric Shadows (Meng ying tong nian),2004,7.5
Eternal Sunshine of the Spotless Mind,2004,8.3
Fahrenheit 9/11,2004,7.5
Farscape: The Peacekeeper Wars,2004,8.2
Final Fantasy VII: Advent Children,2004,7.1
Finding Neverland,2004,7.7
Friday Night Lights,2004,7.2
Garden State,2004,7.4
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),2004,7.4
Harold and Kumar Go to White Castle,2004,7.0
Harry Potter and the Prisoner of Azkaban,2004,7.9
Hotel Rwanda,2004,8.1
"I, Robot",2004,7.1
"Incredibles, The",2004,8.0
It's All Gone Pete Tong,2004,7.2
Kill Bill: Vol. 2,2004,8.0
Kinsey,2004,7.1
Kung Fu Hustle (Gong fu),2004,7.7
Ladies in Lavender,2004,7.0
Layer Cake,2004,7.3
"League of Ordinary Gentlemen, A",2004,7.0
"Life Aquatic with Steve Zissou, The",2004,7.2
"Love Song for Bobby Long, A",2004,7.1
Man on Fire,2004,7.7
"Maria Full of Grace (Maria, Llena eres de gracia)",2004,7.4
Mean Creek,2004,7.1
Mean Girls,2004,7.1
"Merchant of Venice, The",2004,7.0
Metallica: Some Kind of Monster,2004,7.5
Million Dollar Baby,2004,8.1
Miracle,2004,7.5
"Motorcycle Diaries, The (Diarios de motocicleta)",2004,7.7
Mysterious Skin,2004,7.6
Napoleon Dynamite,2004,7.0
Nobody Knows (Dare mo shiranai),2004,8.0
"Notebook, The",2004,7.8
Outfoxed: Rupert Murdoch's War on Journalism,2004,7.5
Paper Clips,2004,7.3
Paranoia Agent,2004,8.0
"Passion of the Christ, The",2004,7.2
"Phantom of the Opera, The",2004,7.2
Pusher II: With Blood on My Hands,2004,7.3
Ray,2004,7.7
Ricky Gervais Live 2: Politics,2004,7.7
Riding Giants,2004,7.8
Samaritan Girl (Samaria),2004,7.0
Saw,2004,7.6
"Sea Inside, The (Mar adentro)",2004,8.0
Shaun of the Dead,2004,7.9
Shrek 2,2004,7.3
Shutter,2004,7.0
Sideways,2004,7.5
Six Shooter,2004,7.4
Something the Lord Made,2004,8.1
Speak,2004,7.2
Spider-Man 2,2004,7.5
"SpongeBob SquarePants Movie, The",2004,7.2
Stage Beauty,2004,7.1
Super Size Me,2004,7.2
Survive Style 5+,2004,7.5
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),2004,8.0
Team America: World Police,2004,7.2
"Terminal, The",2004,7.4
The Butterfly Effect,2004,7.6
The Machinist,2004,7.6
Tropical Malady (Sud pralad),2004,7.1
Troy,2004,7.3
Vera Drake,2004,7.6
"Very Long Engagement, A (Un long dimanche de fiançailles)",2004,7.6
Voices from the List,2004,7.6
Walk on Water,2004,7.3
"Woodsman, The",2004,7.1
"40-Year-Old Virgin, The",2005,7.1
9th Company,2005,7.1
Angel-A,2005,7.0
"Aura, The (Aura, El)",2005,7.1
Batman Begins,2005,8.2
"Bittersweet Life, A (Dalkomhan insaeng)",2005,7.5
Brick,2005,7.1
Brokeback Mountain,2005,7.7
Broken Flowers,2005,7.1
"Call of Cthulhu, The",2005,7.1
Capote,2005,7.3
Cinderella Man,2005,8.0
Coach Carter,2005,7.3
"Comedians of Comedy, The",2005,7.2
"Constant Gardener, The",2005,7.3
Constantine,2005,7.0
Corpse Bride,2005,7.4
"Descent, The",2005,7.2
"Devil and Daniel Johnston, The",2005,7.9
Duma,2005,7.1
Election (Hak se wui),2005,7.4
Elizabeth I,2005,7.9
Empire Falls,2005,7.2
Enron: The Smartest Guys in the Room,2005,7.6
Everything Is Illuminated,2005,7.4
Family Guy Presents Stewie Griffin: The Untold Story,2005,7.5
Fuck,2005,7.0
George Carlin: Life Is Worth Losing,2005,8.2
Ghost in the Shell: Stand Alone Complex - The Laughing Man,2005,8.1
"Girl in the Café, The",2005,7.4
"Good Night, and Good Luck.",2005,7.4
"Greatest Game Ever Played, The",2005,7.4
Green Street Hooligans (a.k.a. Hooligans),2005,7.4
Grizzly Man,2005,7.8
Hard Candy,2005,7.0
Harry Potter and the Goblet of Fire,2005,7.7
Hidden (a.k.a. Cache) (Caché),2005,7.3
"History of Violence, A",2005,7.4
Hustle & Flow,2005,7.3
Jack-Jack Attack,2005,7.6
"Jacket, The",2005,7.1
Jarhead,2005,7.0
Jesse Stone: Stone Cold,2005,7.1
King Kong,2005,7.2
Kingdom of Heaven,2005,7.3
Kinky Boots,2005,7.1
Kiss Kiss Bang Bang,2005,7.5
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),2005,7.5
Linda Linda Linda,2005,7.5
Lord of War,2005,7.6
Lords of Dogtown,2005,7.1
Mad Hot Ballroom,2005,7.4
Manderlay,2005,7.2
"March of the Penguins (Marche de l'empereur, La)",2005,7.5
Me and You and Everyone We Know,2005,7.2
Memoirs of a Geisha,2005,7.3
Metal: A Headbanger's Journey,2005,8.0
Mrs. Henderson Presents,2005,7.0
Mrs. Palfrey at the Claremont,2005,7.6
Munich,2005,7.5
Murderball,2005,7.7
No Direction Home: Bob Dylan,2005,8.4
North Country,2005,7.3
Pride & Prejudice,2005,7.8
"Prize Winner of Defiance Ohio, The",2005,7.2
"Proposition, The",2005,7.3
Rize,2005,7.1
Russian Dolls (Les poupées russes),2005,7.0
Serenity,2005,7.8
Sin City,2005,8.0
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),2005,7.6
"Squid and the Whale, The",2005,7.3
Star Wars: Episode III - Revenge of the Sith,2005,7.6
Street Fight,2005,7.9
The Madagascar Penguins in a Christmas Caper,2005,7.3
Transamerica,2005,7.4
Tsotsi,2005,7.2
"Unfinished Life, An",2005,7.0
Unleashed (Danny the Dog),2005,7.0
Walk the Line,2005,7.8
Wallace & Gromit in The Curse of the Were-Rabbit,2005,7.5
Water,2005,7.7
Wedding Crashers,2005,7.0
Why We Fight,2005,8.0
"World's Fastest Indian, The",2005,7.8
a/k/a Tommy Chong,2005,7.3
After the Wedding (Efter brylluppet),2006,7.7
Akeelah and the Bee,2006,7.4
Amazing Grace,2006,7.4
Apocalypto,2006,7.8
Away from Her,2006,7.5
Awesome; I Fuckin Shot That!,2006,7.5
Babel,2006,7.5
Blame it on Fidel! (La faute à Fidel!),2006,7.5
Blood Diamond,2006,8.0
Bobby,2006,7.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.4
Bordertown,2006,7.6
"Bothersome Man, The (Brysomme mannen, Den)",2006,7.2
"Bridge, The",2006,7.2
Broken,2006,7.7
Bubble,2006,7.3
Cars,2006,7.2
Cashback,2006,7.1
Casino Royale,2006,8.0
Children of Men,2006,7.9
Clerks II,2006,7.3
Cocaine Cowboys,2006,7.7
Curse of the Golden Flower (Man cheng jin dai huang jin jia),2006,7.0
Days of Glory (Indigènes),2006,7.0
Death Note,2006,8.9
Deep Water,2006,7.8
Deliver Us from Evil,2006,7.9
"Departed, The",2006,8.5
"Dirty Carnival, A (Biyeolhan geori)",2006,7.3
Déjà Vu (Deja Vu),2006,7.1
Eight Below,2006,7.3
"Evening with Kevin Smith 2: Evening Harder, An",2006,7.7
"Fall, The",2006,7.8
Find Me Guilty,2006,7.0
Flags of Our Fathers,2006,7.1
"Flying Scotsman, The",2006,7.0
"Fountain, The",2006,7.2
Glory Road,2006,7.2
Gridiron Gang,2006,7.1
Half Nelson,2006,7.1
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",2006,7.0
"Illusionist, The",2006,7.5
"Inconvenient Truth, An",2006,7.4
Inside Man,2006,7.6
Invincible,2006,7.0
Iraq for Sale: The War Profiteers,2006,7.6
Jackass Number Two,2006,7.0
Jesse Stone: Death in Paradise,2006,7.1
Jesse Stone: Night Passage,2006,7.2
Jesus Camp,2006,7.4
Jonestown: The Life and Death of Peoples Temple,2006,7.8
Kenny,2006,7.2
Lake of Fire,2006,8.2
"Last King of Scotland, The",2006,7.6
Letters from Iwo Jima,2006,7.8
Little Children,2006,7.5
Little Miss Sunshine,2006,7.8
"Lives of Others, The (Das leben der Anderen)",2006,8.4
Longford,2006,7.5
Lucky Number Slevin,2006,7.7
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,7.2
Miss Potter,2006,7.0
"Namesake, The",2006,7.5
Neil Young: Heart of Gold,2006,7.7
Notes on a Scandal,2006,7.4
"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions)",2006,7.0
Offside,2006,7.3
Once,2006,7.2
"Page Turner, The (Tourneuse de pages, La)",2006,7.0
"Painted Veil, The",2006,7.4
"Pan's Labyrinth (Laberinto del fauno, El)",2006,8.2
Paprika (Papurika),2006,7.7
"Paris, I Love You (Paris, je t'aime)",2006,7.2
Perfume: The Story of a Murderer,2006,7.5
"Pervert's Guide to Cinema, The",2006,7.8
Pirates of the Caribbean: Dead Man's Chest,2006,7.4
"Prestige, The",2006,8.5
Priceless (Hors de prix),2006,7.0
"Pursuit of Happyness, The",2006,8.0
"Rape of Europa, The",2006,7.7
Rescue Dawn,2006,7.3
"Road to Guantanamo, The",2006,7.4
Rocky Balboa,2006,7.1
Running Scared,2006,7.3
"Scanner Darkly, A",2006,7.0
"Science of Sleep, The (La science des rêves)",2006,7.2
Snow Cake,2006,7.4
Stranger than Fiction,2006,7.5
Syndromes and a Century (Sang sattawat),2006,7.3
Tekkonkinkreet (Tekkon kinkurîto),2006,7.5
Tell No One (Ne le dis à personne),2006,7.5
Thank You for Smoking,2006,7.5
The Island,2006,7.8
The Lost Room,2006,8.1
The Queen,2006,7.3
This Film Is Not Yet Rated,2006,7.4
This Is England,2006,7.7
"Three Burials of Melquiades Estrada, The",2006,7.3
Trailer Park Boys: The Movie,2006,7.1
"Ultimate Gift, The",2006,7.3
United 93,2006,7.6
"Unreasonable Man, An",2006,7.9
V for Vendetta,2006,8.2
Venus,2006,7.1
Vitus,2006,7.6
Volver,2006,7.6
We Are Marshall,2006,7.0
Who Killed the Electric Car?,2006,7.6
"Wind That Shakes the Barley, The",2006,7.5
Wordplay,2006,7.4
Wristcutters: A Love Story,2006,7.2
Zach Galifianakis: Live at the Purple Onion,2006,7.2
loudQUIETloud: A Film About the Pixies,2006,7.1
"11th Hour, The",2007,7.2
12,2007,7.6
300,2007,7.4
3:10 to Yuma,2007,7.6
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",2007,7.9
5 Centimeters per Second (Byôsoku 5 senchimêtoru),2007,7.5
99 francs,2007,7.1
Across the Universe,2007,7.3
Adrift in Tokyo (Tenten),2007,7.2
Alpha Dog,2007,7.3
"American Crime, An",2007,7.2
American Gangster,2007,7.8
"Appeared, The (Aparecidos)",2007,8.6
"Assassination of Jesse James by the Coward Robert Ford, The",2007,7.5
Atonement,2007,7.8
August Rush,2007,7.4
"Band's Visit, The (Bikur Ha-Tizmoret)",2007,7.5
Battlestar Galactica: Razor,2007,7.6
Becoming Jane,2007,7.0
Before the Devil Knows You're Dead,2007,7.3
"Big Bang Theory, The",2007,8.1
"Bourne Ultimatum, The",2007,8.0
Boy A,2007,7.6
Breach,2007,7.0
Bridge to Terabithia,2007,7.2
"Bucket List, The",2007,7.4
California Dreamin' (Nesfarsit),2007,7.7
Charlie Wilson's War,2007,7.0
Chop Shop,2007,7.2
City of Men (Cidade dos Homens),2007,7.2
Control,2007,7.6
Crazy Love,2007,7.0
"Darjeeling Limited, The",2007,7.2
Death Proof,2007,7.0
Death at a Funeral,2007,7.3
Earth,2007,7.8
Eastern Promises,2007,7.6
"Edge of Heaven, The (Auf der anderen Seite)",2007,7.7
Elite Squad (Tropa de Elite),2007,8.0
Enchanted,2007,7.1
For the Bible Tells Me So,2007,7.8
Fracture,2007,7.2
Freedom Writers,2007,7.6
Futurama: Bender's Big Score,2007,7.6
Gone Baby Gone,2007,7.6
"Great Debaters, The",2007,7.5
Grindhouse,2007,7.5
"Hammer, The",2007,7.1
Harry Potter and the Order of the Phoenix,2007,7.5
Heima,2007,8.4
Helvetica,2007,7.2
Hot Fuzz,2007,7.8
Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),2007,7.2
I Am Legend,2007,7.2
In Search of a Midnight Kiss,2007,7.2
In the Valley of Elah,2007,7.2
Into the Wild,2007,8.1
It's a Free World...,2007,7.0
Jesse Stone: Sea Change,2007,7.1
Juno,2007,7.4
Katyn,2007,7.0
"King of Kong, The",2007,8.0
"Kingdom, The",2007,7.0
"Kite Runner, The",2007,7.6
Lars and the Real Girl,2007,7.3
Live Free or Die Hard,2007,7.1
"Lookout, The",2007,7.0
Louis C.K.: Shameless,2007,8.5
"Lust, Caution (Se, jie)",2007,7.5
"Man from Earth, The",2007,7.8
Michael Clayton,2007,7.2
"Mist, The",2007,7.1
Mongol,2007,7.2
"Most Hated Family in America, The",2007,7.9
Mr. Brooks,2007,7.3
Mr. Warmth: The Don Rickles Project,2007,7.6
My Kid Could Paint That,2007,7.1
No Country for Old Men,2007,8.2
P.S. I Love You,2007,7.0
Persepolis,2007,8.0
Persuasion,2007,7.4
Pete Seeger: The Power of Song,2007,8.4
Pirates of the Caribbean: At World's End,2007,7.1
